From       To         Volume          Cost      
54         55         0.0             0.0       
55         54         0.0             0.0       
54         74         0.0             0.0       
74         54         0.0             0.0       
55         56         0.0             0.0       
56         55         0.0             0.0       
55         75         0.0             0.0       
75         55         0.0             0.0       
56         57         0.0             0.0       
57         56         0.0             0.0       
56         76         0.0             0.0       
76         56         0.0             0.0       
57         58         0.0             0.0       
58         57         0.0             0.0       
57         77         0.0             0.0       
77         57         0.0             0.0       
58         59         0.0             0.0       
59         58         0.0             0.0       
58         78         0.0             0.0       
78         58         0.0             0.0       
59         79         0.0             0.0       
79         59         0.0             0.0       
60         61         0.0             0.0       
61         60         0.0             0.0       
60         80         0.0             0.0       
80         60         0.0             0.0       
61         62         0.0             0.0       
62         61         0.0             0.0       
61         81         0.0             0.0       
81         61         0.0             0.0       
62         63         0.0             0.0       
63         62         0.0             0.0       
62         82         0.0             0.0       
82         62         0.0             0.0       
63         64         0.0             0.0       
64         63         0.0             0.0       
63         83         0.0             0.0       
83         63         0.0             0.0       
64         65         0.0             0.0       
65         64         0.0             0.0       
64         84         0.0             0.0       
84         64         0.0             0.0       
65         66         0.0             0.0       
66         65         0.0             0.0       
65         85         0.0             0.0       
85         65         0.0             0.0       
66         67         0.0             0.0       
67         66         0.0             0.0       
66         86         0.0             0.0       
86         66         0.0             0.0       
67         68         0.0             0.0       
68         67         0.0             0.0       
67         87         0.0             0.0       
87         67         0.0             0.0       
68         69         0.0             0.0       
69         68         0.0             0.0       
68         88         0.0             0.0       
88         68         0.0             0.0       
69         70         0.0             0.0       
70         69         0.0             0.0       
69         89         0.0             0.0       
89         69         0.0             0.0       
70         71         0.0             0.0       
71         70         0.0             0.0       
70         90         0.0             0.0       
90         70         0.0             0.0       
71         72         0.0             0.0       
72         71         0.0             0.0       
71         91         0.0             0.0       
91         71         0.0             0.0       
72         73         0.0             0.0       
73         72         0.0             0.0       
72         92         0.0             0.0       
92         72         0.0             0.0       
73         74         0.0             0.0       
74         73         0.0             0.0       
73         93         0.0             0.0       
93         73         0.0             0.0       
74         75         0.0             0.0       
75         74         0.0             0.0       
74         94         0.0             0.0       
94         74         0.0             0.0       
75         76         0.0             0.0       
76         75         0.0             0.0       
75         95         0.0             0.0       
95         75         0.0             0.0       
76         77         0.0             0.0       
77         76         0.0             0.0       
76         96         0.0             0.0       
96         76         0.0             0.0       
77         78         0.0             0.0       
78         77         0.0             0.0       
77         97         0.0             0.0       
97         77         0.0             0.0       
78         79         0.0             0.0       
79         78         0.0             0.0       
78         98         0.0             0.0       
98         78         0.0             0.0       
79         99         0.0             0.0       
99         79         0.0             0.0       
80         81         0.0             0.0       
81         80         0.0             0.0       
80         100        0.0             0.0       
100        80         0.0             0.0       
81         82         0.0             0.0       
82         81         0.0             0.0       
81         101        0.0             0.0       
101        81         0.0             0.0       
82         83         0.0             0.0       
83         82         0.0             0.0       
82         102        0.0             0.0       
102        82         0.0             0.0       
83         84         0.0             0.0       
84         83         0.0             0.0       
83         103        0.0             0.0       
103        83         0.0             0.0       
84         85         0.0             0.0       
85         84         0.0             0.0       
84         104        0.0             0.0       
104        84         0.0             0.0       
85         86         0.0             0.0       
86         85         0.0             0.0       
85         105        0.0             0.0       
105        85         0.0             0.0       
86         87         0.0             0.0       
87         86         0.0             0.0       
86         106        0.0             0.0       
106        86         0.0             0.0       
87         88         0.0             0.0       
88         87         0.0             0.0       
87         107        0.0             0.0       
107        87         0.0             0.0       
88         89         0.0             0.0       
89         88         0.0             0.0       
88         108        0.0             0.0       
108        88         0.0             0.0       
89         90         0.0             0.0       
90         89         0.0             0.0       
89         109        0.0             0.0       
109        89         0.0             0.0       
90         91         0.0             0.0       
91         90         0.0             0.0       
90         110        0.0             0.0       
110        90         0.0             0.0       
91         92         0.0             0.0       
92         91         0.0             0.0       
91         111        0.0             0.0       
111        91         0.0             0.0       
92         93         0.0             0.0       
93         92         0.0             0.0       
92         112        0.0             0.0       
112        92         0.0             0.0       
93         94         0.0             0.0       
94         93         0.0             0.0       
93         113        0.0             0.0       
113        93         0.0             0.0       
94         95         0.0             0.0       
95         94         0.0             0.0       
94         114        0.0             0.0       
114        94         0.0             0.0       
95         96         0.0             0.0       
96         95         0.0             0.0       
95         115        0.0             0.0       
115        95         0.0             0.0       
96         97         0.0             0.0       
97         96         0.0             0.0       
96         116        0.0             0.0       
116        96         0.0             0.0       
97         98         0.0             0.0       
98         97         0.0             0.0       
97         117        0.0             0.0       
117        97         0.0             0.0       
98         99         0.0             0.0       
99         98         0.0             0.0       
98         118        0.0             0.0       
118        98         0.0             0.0       
99         119        0.0             0.0       
119        99         0.0             0.0       
100        101        0.0             0.0       
101        100        0.0             0.0       
100        120        0.0             0.0       
120        100        0.0             0.0       
101        102        0.0             0.0       
102        101        0.0             0.0       
101        121        0.0             0.0       
121        101        0.0             0.0       
102        103        0.0             0.0       
103        102        0.0             0.0       
102        122        0.0             0.0       
122        102        0.0             0.0       
103        104        0.0             0.0       
104        103        0.0             0.0       
103        123        0.0             0.0       
123        103        0.0             0.0       
104        105        0.0             0.0       
105        104        0.0             0.0       
104        124        0.0             0.0       
124        104        0.0             0.0       
105        106        0.0             0.0       
106        105        0.0             0.0       
105        125        0.0             0.0       
125        105        0.0             0.0       
106        107        0.0             0.0       
107        106        0.0             0.0       
106        126        0.0             0.0       
126        106        0.0             0.0       
107        108        0.0             0.0       
108        107        0.0             0.0       
107        127        0.0             0.0       
127        107        0.0             0.0       
108        109        0.0             0.0       
109        108        0.0             0.0       
108        128        0.0             0.0       
128        108        0.0             0.0       
109        110        0.0             0.0       
110        109        0.0             0.0       
109        129        0.0             0.0       
129        109        0.0             0.0       
110        111        0.0             0.0       
111        110        0.0             0.0       
110        130        0.0             0.0       
130        110        0.0             0.0       
111        112        0.0             0.0       
112        111        0.0             0.0       
111        131        0.0             0.0       
131        111        0.0             0.0       
112        113        0.0             0.0       
113        112        0.0             0.0       
112        132        0.0             0.0       
132        112        0.0             0.0       
113        114        0.0             0.0       
114        113        0.0             0.0       
113        133        0.0             0.0       
133        113        0.0             0.0       
114        115        0.0             0.0       
115        114        0.0             0.0       
114        134        0.0             0.0       
134        114        0.0             0.0       
115        116        0.0             0.0       
116        115        0.0             0.0       
115        135        0.0             0.0       
135        115        0.0             0.0       
116        117        0.0             0.0       
117        116        0.0             0.0       
116        136        0.0             0.0       
136        116        0.0             0.0       
117        118        0.0             0.0       
118        117        0.0             0.0       
117        137        0.0             0.0       
137        117        0.0             0.0       
118        119        0.0             0.0       
119        118        0.0             0.0       
118        138        0.0             0.0       
138        118        0.0             0.0       
119        139        0.0             0.0       
139        119        0.0             0.0       
120        121        0.0             0.0       
121        120        0.0             0.0       
120        140        0.0             0.0       
140        120        0.0             0.0       
121        122        0.0             0.0       
122        121        0.0             0.0       
121        141        0.0             0.0       
141        121        0.0             0.0       
122        123        0.0             0.0       
123        122        0.0             0.0       
122        142        0.0             0.0       
142        122        0.0             0.0       
123        124        0.0             0.0       
124        123        0.0             0.0       
123        143        0.0             0.0       
143        123        0.0             0.0       
124        125        0.0             0.0       
125        124        0.0             0.0       
124        144        0.0             0.0       
144        124        0.0             0.0       
125        126        0.0             0.0       
126        125        0.0             0.0       
125        145        0.0             0.0       
145        125        0.0             0.0       
126        127        0.0             0.0       
127        126        0.0             0.0       
126        146        0.0             0.0       
146        126        0.0             0.0       
127        128        0.0             0.0       
128        127        0.0             0.0       
127        147        0.0             0.0       
147        127        0.0             0.0       
128        129        0.0             0.0       
129        128        0.0             0.0       
128        148        0.0             0.0       
148        128        0.0             0.0       
129        130        0.0             0.0       
130        129        0.0             0.0       
129        149        0.0             0.0       
149        129        0.0             0.0       
130        131        0.0             0.0       
131        130        0.0             0.0       
130        150        0.0             0.0       
150        130        0.0             0.0       
131        132        0.0             0.0       
132        131        0.0             0.0       
131        151        0.0             0.0       
151        131        0.0             0.0       
132        133        0.0             0.0       
133        132        0.0             0.0       
132        152        0.0             0.0       
152        132        0.0             0.0       
133        134        0.0             0.0       
134        133        0.0             0.0       
133        153        0.0             0.0       
153        133        0.0             0.0       
134        135        0.0             0.0       
135        134        0.0             0.0       
134        154        0.0             0.0       
154        134        0.0             0.0       
135        136        0.0             0.0       
136        135        0.0             0.0       
135        155        0.0             0.0       
155        135        0.0             0.0       
136        137        0.0             0.0       
137        136        0.0             0.0       
136        156        0.0             0.0       
156        136        0.0             0.0       
137        138        0.0             0.0       
138        137        0.0             0.0       
137        157        0.0             0.0       
157        137        0.0             0.0       
138        139        0.0             0.0       
139        138        0.0             0.0       
138        158        0.0             0.0       
158        138        0.0             0.0       
139        159        0.0             0.0       
159        139        0.0             0.0       
140        141        0.0             0.0       
141        140        0.0             0.0       
140        160        0.0             0.0       
160        140        0.0             0.0       
141        142        0.0             0.0       
142        141        0.0             0.0       
141        161        0.0             0.0       
161        141        0.0             0.0       
142        143        0.0             0.0       
143        142        0.0             0.0       
142        162        0.0             0.0       
162        142        0.0             0.0       
143        144        0.0             0.0       
144        143        0.0             0.0       
143        163        0.0             0.0       
163        143        0.0             0.0       
144        145        0.0             0.0       
145        144        0.0             0.0       
144        164        0.0             0.0       
164        144        0.0             0.0       
145        146        0.0             0.0       
146        145        0.0             0.0       
145        165        0.0             0.0       
165        145        0.0             0.0       
146        147        0.0             0.0       
147        146        0.0             0.0       
146        166        0.0             0.0       
166        146        0.0             0.0       
147        148        0.0             0.0       
148        147        0.0             0.0       
147        167        0.0             0.0       
167        147        0.0             0.0       
148        149        0.0             0.0       
149        148        0.0             0.0       
148        168        0.0             0.0       
168        148        0.0             0.0       
149        150        0.0             0.0       
150        149        0.0             0.0       
149        169        0.0             0.0       
169        149        0.0             0.0       
150        151        0.0             0.0       
151        150        0.0             0.0       
150        170        0.0             0.0       
170        150        0.0             0.0       
151        152        0.0             0.0       
152        151        0.0             0.0       
151        171        0.0             0.0       
171        151        0.0             0.0       
152        153        0.0             0.0       
153        152        0.0             0.0       
152        172        0.0             0.0       
172        152        0.0             0.0       
153        154        0.0             0.0       
154        153        0.0             0.0       
153        173        0.0             0.0       
173        153        0.0             0.0       
154        155        0.0             0.0       
155        154        0.0             0.0       
154        174        0.0             0.0       
174        154        0.0             0.0       
155        156        0.0             0.0       
156        155        0.0             0.0       
155        175        0.0             0.0       
175        155        0.0             0.0       
156        157        0.0             0.0       
157        156        0.0             0.0       
156        176        0.0             0.0       
176        156        0.0             0.0       
157        158        0.0             0.0       
158        157        0.0             0.0       
157        177        0.0             0.0       
177        157        0.0             0.0       
158        159        0.0             0.0       
159        158        0.0             0.0       
158        178        0.0             0.0       
178        158        0.0             0.0       
159        179        0.0             0.0       
179        159        0.0             0.0       
160        161        0.0             0.0       
161        160        0.0             0.0       
160        180        0.0             0.0       
180        160        0.0             0.0       
161        162        0.0             0.0       
162        161        0.0             0.0       
161        181        0.0             0.0       
181        161        0.0             0.0       
162        163        0.0             0.0       
163        162        0.0             0.0       
162        182        0.0             0.0       
182        162        0.0             0.0       
163        164        0.0             0.0       
164        163        0.0             0.0       
163        183        0.0             0.0       
183        163        0.0             0.0       
164        165        0.0             0.0       
165        164        0.0             0.0       
164        184        0.0             0.0       
184        164        0.0             0.0       
165        166        0.0             0.0       
166        165        0.0             0.0       
165        185        0.0             0.0       
185        165        0.0             0.0       
166        167        0.0             0.0       
167        166        0.0             0.0       
166        186        0.0             0.0       
186        166        0.0             0.0       
167        168        0.0             0.0       
168        167        0.0             0.0       
167        187        0.0             0.0       
187        167        0.0             0.0       
168        169        0.0             0.0       
169        168        0.0             0.0       
168        188        0.0             0.0       
188        168        0.0             0.0       
169        170        0.0             0.0       
170        169        0.0             0.0       
169        189        0.0             0.0       
189        169        0.0             0.0       
170        171        0.0             0.0       
171        170        0.0             0.0       
170        190        0.0             0.0       
190        170        0.0             0.0       
171        172        0.0             0.0       
172        171        0.0             0.0       
171        191        0.0             0.0       
191        171        0.0             0.0       
172        173        0.0             0.0       
173        172        0.0             0.0       
172        192        0.0             0.0       
192        172        0.0             0.0       
173        174        0.0             0.0       
174        173        0.0             0.0       
173        193        0.0             0.0       
193        173        0.0             0.0       
174        175        0.0             0.0       
175        174        0.0             0.0       
174        194        0.0             0.0       
194        174        0.0             0.0       
175        176        0.0             0.0       
176        175        0.0             0.0       
175        195        0.0             0.0       
195        175        0.0             0.0       
176        177        0.0             0.0       
177        176        0.0             0.0       
176        196        0.0             0.0       
196        176        0.0             0.0       
177        178        0.0             0.0       
178        177        0.0             0.0       
177        197        0.0             0.0       
197        177        0.0             0.0       
178        179        0.0             0.0       
179        178        0.0             0.0       
178        198        0.0             0.0       
198        178        0.0             0.0       
179        199        0.0             0.0       
199        179        0.0             0.0       
180        181        0.0             0.0       
181        180        0.0             0.0       
180        200        0.0             0.0       
200        180        0.0             0.0       
181        182        0.0             0.0       
182        181        0.0             0.0       
181        201        0.0             0.0       
201        181        0.0             0.0       
182        183        0.0             0.0       
183        182        0.0             0.0       
182        202        0.0             0.0       
202        182        0.0             0.0       
183        184        0.0             0.0       
184        183        0.0             0.0       
183        203        0.0             0.0       
203        183        0.0             0.0       
184        185        0.0             0.0       
185        184        0.0             0.0       
184        204        0.0             0.0       
204        184        0.0             0.0       
185        186        0.0             0.0       
186        185        0.0             0.0       
185        205        0.0             0.0       
205        185        0.0             0.0       
186        187        0.0             0.0       
187        186        0.0             0.0       
186        206        0.0             0.0       
206        186        0.0             0.0       
187        188        0.0             0.0       
188        187        0.0             0.0       
187        207        0.0             0.0       
207        187        0.0             0.0       
188        189        0.0             0.0       
189        188        0.0             0.0       
188        208        0.0             0.0       
208        188        0.0             0.0       
189        190        0.0             0.0       
190        189        0.0             0.0       
189        209        0.0             0.0       
209        189        0.0             0.0       
190        191        0.0             0.0       
191        190        0.0             0.0       
190        210        0.0             0.0       
210        190        0.0             0.0       
191        192        0.0             0.0       
192        191        0.0             0.0       
191        211        0.0             0.0       
211        191        0.0             0.0       
192        193        0.0             0.0       
193        192        0.0             0.0       
192        212        0.0             0.0       
212        192        0.0             0.0       
193        194        0.0             0.0       
194        193        0.0             0.0       
193        213        0.0             0.0       
213        193        0.0             0.0       
194        195        0.0             0.0       
195        194        0.0             0.0       
194        214        0.0             0.0       
214        194        0.0             0.0       
195        196        0.0             0.0       
196        195        0.0             0.0       
195        215        0.0             0.0       
215        195        0.0             0.0       
196        197        0.0             0.0       
197        196        0.0             0.0       
196        216        0.0             0.0       
216        196        0.0             0.0       
197        198        0.0             0.0       
198        197        0.0             0.0       
197        217        0.0             0.0       
217        197        0.0             0.0       
198        199        0.0             0.0       
199        198        0.0             0.0       
198        218        0.0             0.0       
218        198        0.0             0.0       
199        219        0.0             0.0       
219        199        0.0             0.0       
200        201        0.0             0.0       
201        200        0.0             0.0       
200        220        0.0             0.0       
220        200        0.0             0.0       
201        202        0.0             0.0       
202        201        0.0             0.0       
201        221        0.0             0.0       
221        201        0.0             0.0       
202        203        0.0             0.0       
203        202        0.0             0.0       
202        222        0.0             0.0       
222        202        0.0             0.0       
203        204        0.0             0.0       
204        203        0.0             0.0       
203        223        0.0             0.0       
223        203        0.0             0.0       
204        205        0.0             0.0       
205        204        0.0             0.0       
204        224        0.0             0.0       
224        204        0.0             0.0       
205        206        0.0             0.0       
206        205        0.0             0.0       
205        225        0.0             0.0       
225        205        0.0             0.0       
206        207        0.0             0.0       
207        206        0.0             0.0       
206        226        0.0             0.0       
226        206        0.0             0.0       
207        208        0.0             0.0       
208        207        0.0             0.0       
207        227        0.0             0.0       
227        207        0.0             0.0       
208        209        0.0             0.0       
209        208        0.0             0.0       
208        228        0.0             0.0       
228        208        0.0             0.0       
209        210        0.0             0.0       
210        209        0.0             0.0       
209        229        0.0             0.0       
229        209        0.0             0.0       
210        211        0.0             0.0       
211        210        0.0             0.0       
210        230        0.0             0.0       
230        210        0.0             0.0       
211        212        0.0             0.0       
212        211        0.0             0.0       
211        231        0.0             0.0       
231        211        0.0             0.0       
212        213        0.0             0.0       
213        212        0.0             0.0       
212        232        0.0             0.0       
232        212        0.0             0.0       
213        214        0.0             0.0       
214        213        0.0             0.0       
213        233        0.0             0.0       
233        213        0.0             0.0       
214        215        0.0             0.0       
215        214        0.0             0.0       
214        234        0.0             0.0       
234        214        0.0             0.0       
215        216        0.0             0.0       
216        215        0.0             0.0       
215        235        0.0             0.0       
235        215        0.0             0.0       
216        217        0.0             0.0       
217        216        0.0             0.0       
216        236        0.0             0.0       
236        216        0.0             0.0       
217        218        0.0             0.0       
218        217        0.0             0.0       
217        237        0.0             0.0       
237        217        0.0             0.0       
218        219        0.0             0.0       
219        218        0.0             0.0       
218        238        0.0             0.0       
238        218        0.0             0.0       
219        239        0.0             0.0       
239        219        0.0             0.0       
220        221        0.0             0.0       
221        220        0.0             0.0       
220        240        0.0             0.0       
240        220        0.0             0.0       
221        222        0.0             0.0       
222        221        0.0             0.0       
221        241        0.0             0.0       
241        221        0.0             0.0       
222        223        0.0             0.0       
223        222        0.0             0.0       
222        242        0.0             0.0       
242        222        0.0             0.0       
223        224        0.0             0.0       
224        223        0.0             0.0       
223        243        0.0             0.0       
243        223        0.0             0.0       
224        225        0.0             0.0       
225        224        0.0             0.0       
224        244        0.0             0.0       
244        224        0.0             0.0       
225        226        0.0             0.0       
226        225        0.0             0.0       
225        245        0.0             0.0       
245        225        0.0             0.0       
226        227        0.0             0.0       
227        226        0.0             0.0       
226        246        0.0             0.0       
246        226        0.0             0.0       
227        228        0.0             0.0       
228        227        0.0             0.0       
227        247        0.0             0.0       
247        227        0.0             0.0       
228        229        0.0             0.0       
229        228        0.0             0.0       
228        248        0.0             0.0       
248        228        0.0             0.0       
229        230        0.0             0.0       
230        229        0.0             0.0       
229        249        0.0             0.0       
249        229        0.0             0.0       
230        231        0.0             0.0       
231        230        0.0             0.0       
230        250        0.0             0.0       
250        230        0.0             0.0       
231        232        0.0             0.0       
232        231        0.0             0.0       
231        251        0.0             0.0       
251        231        0.0             0.0       
232        233        0.0             0.0       
233        232        0.0             0.0       
232        252        0.0             0.0       
252        232        0.0             0.0       
233        234        0.0             0.0       
234        233        0.0             0.0       
233        253        0.0             0.0       
253        233        0.0             0.0       
234        235        0.0             0.0       
235        234        0.0             0.0       
234        254        0.0             0.0       
254        234        0.0             0.0       
235        236        0.0             0.0       
236        235        0.0             0.0       
235        255        0.0             0.0       
255        235        0.0             0.0       
236        237        0.0             0.0       
237        236        0.0             0.0       
236        256        0.0             0.0       
256        236        0.0             0.0       
237        238        0.0             0.0       
238        237        0.0             0.0       
237        257        0.0             0.0       
257        237        0.0             0.0       
238        239        0.0             0.0       
239        238        0.0             0.0       
238        258        0.0             0.0       
258        238        0.0             0.0       
239        259        0.0             0.0       
259        239        0.0             0.0       
240        241        0.0             0.0       
241        240        0.0             0.0       
241        242        0.0             0.0       
242        241        0.0             0.0       
242        243        0.0             0.0       
243        242        0.0             0.0       
243        244        0.0             0.0       
244        243        0.0             0.0       
244        245        0.0             0.0       
245        244        0.0             0.0       
245        246        0.0             0.0       
246        245        0.0             0.0       
246        247        0.0             0.0       
247        246        0.0             0.0       
247        248        0.0             0.0       
248        247        0.0             0.0       
248        249        0.0             0.0       
249        248        0.0             0.0       
249        250        0.0             0.0       
250        249        0.0             0.0       
250        251        0.0             0.0       
251        250        0.0             0.0       
251        252        0.0             0.0       
252        251        0.0             0.0       
252        253        0.0             0.0       
253        252        0.0             0.0       
253        254        0.0             0.0       
254        253        0.0             0.0       
254        255        0.0             0.0       
255        254        0.0             0.0       
255        256        0.0             0.0       
256        255        0.0             0.0       
256        257        0.0             0.0       
257        256        0.0             0.0       
257        258        0.0             0.0       
258        257        0.0             0.0       
258        259        0.0             0.0       
259        258        0.0             0.0       
