From       To         Volume          Cost      
53         86         0.0             0.0       
86         53         0.0             0.0       
54         55         0.0             0.0       
55         54         0.0             0.0       
54         87         0.0             0.0       
87         54         0.0             0.0       
55         56         0.0             0.0       
56         55         0.0             0.0       
55         88         0.0             0.0       
88         55         0.0             0.0       
56         57         0.0             0.0       
57         56         0.0             0.0       
56         89         0.0             0.0       
89         56         0.0             0.0       
57         58         0.0             0.0       
58         57         0.0             0.0       
57         90         0.0             0.0       
90         57         0.0             0.0       
58         59         0.0             0.0       
59         58         0.0             0.0       
58         91         0.0             0.0       
91         58         0.0             0.0       
59         60         0.0             0.0       
60         59         0.0             0.0       
59         92         0.0             0.0       
92         59         0.0             0.0       
60         61         0.0             0.0       
61         60         0.0             0.0       
60         93         0.0             0.0       
93         60         0.0             0.0       
61         62         0.0             0.0       
62         61         0.0             0.0       
61         94         0.0             0.0       
94         61         0.0             0.0       
62         63         0.0             0.0       
63         62         0.0             0.0       
62         95         0.0             0.0       
95         62         0.0             0.0       
63         64         0.0             0.0       
64         63         0.0             0.0       
63         96         0.0             0.0       
96         63         0.0             0.0       
64         65         0.0             0.0       
65         64         0.0             0.0       
64         97         0.0             0.0       
97         64         0.0             0.0       
65         98         0.0             0.0       
98         65         0.0             0.0       
66         67         0.0             0.0       
67         66         0.0             0.0       
66         99         0.0             0.0       
99         66         0.0             0.0       
67         68         0.0             0.0       
68         67         0.0             0.0       
67         100        0.0             0.0       
100        67         0.0             0.0       
68         69         0.0             0.0       
69         68         0.0             0.0       
68         101        0.0             0.0       
101        68         0.0             0.0       
69         70         0.0             0.0       
70         69         0.0             0.0       
69         102        0.0             0.0       
102        69         0.0             0.0       
70         71         0.0             0.0       
71         70         0.0             0.0       
70         103        0.0             0.0       
103        70         0.0             0.0       
71         72         0.0             0.0       
72         71         0.0             0.0       
71         104        0.0             0.0       
104        71         0.0             0.0       
72         73         0.0             0.0       
73         72         0.0             0.0       
72         105        0.0             0.0       
105        72         0.0             0.0       
73         74         0.0             0.0       
74         73         0.0             0.0       
73         106        0.0             0.0       
106        73         0.0             0.0       
74         75         0.0             0.0       
75         74         0.0             0.0       
74         107        0.0             0.0       
107        74         0.0             0.0       
75         76         0.0             0.0       
76         75         0.0             0.0       
75         108        0.0             0.0       
108        75         0.0             0.0       
76         77         0.0             0.0       
77         76         0.0             0.0       
76         109        0.0             0.0       
109        76         0.0             0.0       
77         78         0.0             0.0       
78         77         0.0             0.0       
77         110        0.0             0.0       
110        77         0.0             0.0       
78         79         0.0             0.0       
79         78         0.0             0.0       
78         111        0.0             0.0       
111        78         0.0             0.0       
79         80         0.0             0.0       
80         79         0.0             0.0       
79         112        0.0             0.0       
112        79         0.0             0.0       
80         81         0.0             0.0       
81         80         0.0             0.0       
80         113        0.0             0.0       
113        80         0.0             0.0       
81         82         0.0             0.0       
82         81         0.0             0.0       
81         114        0.0             0.0       
114        81         0.0             0.0       
82         83         0.0             0.0       
83         82         0.0             0.0       
82         115        0.0             0.0       
115        82         0.0             0.0       
83         84         0.0             0.0       
84         83         0.0             0.0       
83         116        0.0             0.0       
116        83         0.0             0.0       
84         85         0.0             0.0       
85         84         0.0             0.0       
84         117        0.0             0.0       
117        84         0.0             0.0       
85         86         0.0             0.0       
86         85         0.0             0.0       
85         118        0.0             0.0       
118        85         0.0             0.0       
86         87         0.0             0.0       
87         86         0.0             0.0       
86         119        0.0             0.0       
119        86         0.0             0.0       
87         88         0.0             0.0       
88         87         0.0             0.0       
87         120        0.0             0.0       
120        87         0.0             0.0       
88         89         0.0             0.0       
89         88         0.0             0.0       
88         121        0.0             0.0       
121        88         0.0             0.0       
89         90         0.0             0.0       
90         89         0.0             0.0       
89         122        0.0             0.0       
122        89         0.0             0.0       
90         91         0.0             0.0       
91         90         0.0             0.0       
90         123        0.0             0.0       
123        90         0.0             0.0       
91         92         0.0             0.0       
92         91         0.0             0.0       
91         124        0.0             0.0       
124        91         0.0             0.0       
92         93         0.0             0.0       
93         92         0.0             0.0       
92         125        0.0             0.0       
125        92         0.0             0.0       
93         94         0.0             0.0       
94         93         0.0             0.0       
93         126        0.0             0.0       
126        93         0.0             0.0       
94         95         0.0             0.0       
95         94         0.0             0.0       
94         127        0.0             0.0       
127        94         0.0             0.0       
95         96         0.0             0.0       
96         95         0.0             0.0       
95         128        0.0             0.0       
128        95         0.0             0.0       
96         97         0.0             0.0       
97         96         0.0             0.0       
96         129        0.0             0.0       
129        96         0.0             0.0       
97         98         0.0             0.0       
98         97         0.0             0.0       
97         130        0.0             0.0       
130        97         0.0             0.0       
98         131        0.0             0.0       
131        98         0.0             0.0       
99         100        0.0             0.0       
100        99         0.0             0.0       
99         132        0.0             0.0       
132        99         0.0             0.0       
100        101        0.0             0.0       
101        100        0.0             0.0       
100        133        0.0             0.0       
133        100        0.0             0.0       
101        102        0.0             0.0       
102        101        0.0             0.0       
101        134        0.0             0.0       
134        101        0.0             0.0       
102        103        0.0             0.0       
103        102        0.0             0.0       
102        135        0.0             0.0       
135        102        0.0             0.0       
103        104        0.0             0.0       
104        103        0.0             0.0       
103        136        0.0             0.0       
136        103        0.0             0.0       
104        105        0.0             0.0       
105        104        0.0             0.0       
104        137        0.0             0.0       
137        104        0.0             0.0       
105        106        0.0             0.0       
106        105        0.0             0.0       
105        138        0.0             0.0       
138        105        0.0             0.0       
106        107        0.0             0.0       
107        106        0.0             0.0       
106        139        0.0             0.0       
139        106        0.0             0.0       
107        108        0.0             0.0       
108        107        0.0             0.0       
107        140        0.0             0.0       
140        107        0.0             0.0       
108        109        0.0             0.0       
109        108        0.0             0.0       
108        141        0.0             0.0       
141        108        0.0             0.0       
109        110        0.0             0.0       
110        109        0.0             0.0       
109        142        0.0             0.0       
142        109        0.0             0.0       
110        111        0.0             0.0       
111        110        0.0             0.0       
110        143        0.0             0.0       
143        110        0.0             0.0       
111        112        0.0             0.0       
112        111        0.0             0.0       
111        144        0.0             0.0       
144        111        0.0             0.0       
112        113        0.0             0.0       
113        112        0.0             0.0       
112        145        0.0             0.0       
145        112        0.0             0.0       
113        114        0.0             0.0       
114        113        0.0             0.0       
113        146        0.0             0.0       
146        113        0.0             0.0       
114        115        0.0             0.0       
115        114        0.0             0.0       
114        147        0.0             0.0       
147        114        0.0             0.0       
115        116        0.0             0.0       
116        115        0.0             0.0       
115        148        0.0             0.0       
148        115        0.0             0.0       
116        117        0.0             0.0       
117        116        0.0             0.0       
116        149        0.0             0.0       
149        116        0.0             0.0       
117        118        0.0             0.0       
118        117        0.0             0.0       
117        150        0.0             0.0       
150        117        0.0             0.0       
118        119        0.0             0.0       
119        118        0.0             0.0       
118        151        0.0             0.0       
151        118        0.0             0.0       
119        120        0.0             0.0       
120        119        0.0             0.0       
119        152        0.0             0.0       
152        119        0.0             0.0       
120        121        0.0             0.0       
121        120        0.0             0.0       
120        153        0.0             0.0       
153        120        0.0             0.0       
121        122        0.0             0.0       
122        121        0.0             0.0       
121        154        0.0             0.0       
154        121        0.0             0.0       
122        123        0.0             0.0       
123        122        0.0             0.0       
122        155        0.0             0.0       
155        122        0.0             0.0       
123        124        0.0             0.0       
124        123        0.0             0.0       
123        156        0.0             0.0       
156        123        0.0             0.0       
124        125        0.0             0.0       
125        124        0.0             0.0       
124        157        0.0             0.0       
157        124        0.0             0.0       
125        126        0.0             0.0       
126        125        0.0             0.0       
125        158        0.0             0.0       
158        125        0.0             0.0       
126        127        0.0             0.0       
127        126        0.0             0.0       
126        159        0.0             0.0       
159        126        0.0             0.0       
127        128        0.0             0.0       
128        127        0.0             0.0       
127        160        0.0             0.0       
160        127        0.0             0.0       
128        129        0.0             0.0       
129        128        0.0             0.0       
128        161        0.0             0.0       
161        128        0.0             0.0       
129        130        0.0             0.0       
130        129        0.0             0.0       
129        162        0.0             0.0       
162        129        0.0             0.0       
130        131        0.0             0.0       
131        130        0.0             0.0       
130        163        0.0             0.0       
163        130        0.0             0.0       
131        164        0.0             0.0       
164        131        0.0             0.0       
132        133        0.0             0.0       
133        132        0.0             0.0       
133        134        0.0             0.0       
134        133        0.0             0.0       
134        135        0.0             0.0       
135        134        0.0             0.0       
135        136        0.0             0.0       
136        135        0.0             0.0       
136        137        0.0             0.0       
137        136        0.0             0.0       
137        138        0.0             0.0       
138        137        0.0             0.0       
138        139        0.0             0.0       
139        138        0.0             0.0       
139        140        0.0             0.0       
140        139        0.0             0.0       
140        141        0.0             0.0       
141        140        0.0             0.0       
141        142        0.0             0.0       
142        141        0.0             0.0       
142        143        0.0             0.0       
143        142        0.0             0.0       
143        144        0.0             0.0       
144        143        0.0             0.0       
144        145        0.0             0.0       
145        144        0.0             0.0       
145        146        0.0             0.0       
146        145        0.0             0.0       
146        147        0.0             0.0       
147        146        0.0             0.0       
147        148        0.0             0.0       
148        147        0.0             0.0       
148        149        0.0             0.0       
149        148        0.0             0.0       
149        150        0.0             0.0       
150        149        0.0             0.0       
150        151        0.0             0.0       
151        150        0.0             0.0       
151        152        0.0             0.0       
152        151        0.0             0.0       
152        153        0.0             0.0       
153        152        0.0             0.0       
153        154        0.0             0.0       
154        153        0.0             0.0       
154        155        0.0             0.0       
155        154        0.0             0.0       
155        156        0.0             0.0       
156        155        0.0             0.0       
156        157        0.0             0.0       
157        156        0.0             0.0       
157        158        0.0             0.0       
158        157        0.0             0.0       
158        159        0.0             0.0       
159        158        0.0             0.0       
159        160        0.0             0.0       
160        159        0.0             0.0       
160        161        0.0             0.0       
161        160        0.0             0.0       
161        162        0.0             0.0       
162        161        0.0             0.0       
162        163        0.0             0.0       
163        162        0.0             0.0       
163        164        0.0             0.0       
164        163        0.0             0.0       
